"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Pseudosuchia&pres=regular&interval=Late%20Triassic,Early%20Jurassic&private&pgm=gplates,scotese,seton&show=full"
"Access Time","Wed 2024-08-07 08:53:10 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Pseudosuchia"
"","pgm","gplates,scotese,seton"
"","interval","Late Triassic,Early Jurassic"
"","timerule","major"
"","taxon_status","all"
"","pres","regular"
"","show","full"
"","private","1"
"Elapsed Time","0.303"
"Records Found","1315"
"Records Returned","1315"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","permissions","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","occurrence_comments","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","geoplate","paleoage","paleolng","paleolat","paleomodel2","geoplate2","paleoage2","paleolng2","paleolat2","paleomodel3","geoplate3","paleoage3","paleolng3","paleolat3","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","composition","architecture","thickness","reinforcement"
"149846","occ","17944","","13266","","Phytosauridae indet.","unranked clade","38293","replaced by","Mystriosuchinae","","subfamily","159225","Norian","","227","208.5","Heckert","2004","17273","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","96","specimens","-101.163887","33.433887","","NMMNH L-1430, Upper Kalgary","","Dockum Formation","US","Texas","Crosby","stated in text","seconds","outcrop","Head of Home Creek north of Kalgary (UTM 3701500N, 298850E, Zone 14; NAD 27 = coordinates from text). 400 m upstream (S) of Lower Kalgary","gplates","101","mid","-30.75","7.72","scotese","101","mid","-41.50","8.00","seton","not computable using this model","","","","US","","Tecovas","Chinle","","group of beds","","Tecovas","5","","bottom to top","","","","","""NMMNH locality 1430 is in the lower part of the Tecovas, 11.25 m above the base of the Dockum Formation.""","Unit 5. Sandstone and mudstone-/siltstone-pebble conglomerate; sandstone is light greenish gray, weathers to pale yellowish brown, very fine grained, subrounded, well sorted, quartzose, slightly micaceous and trough crossbedded; the conglomerate is at trough bases and consists of mudstone and siltstone pebbles that are dark reddish brown with dusky yellow mottles and calcareous; fossil bones, teeth, coprolites and ostracodes are common at the top of the unit (NMMNH locality 1430).","sandstone","""cross stratification"",micaceous,gray,green","","silty","Y","conglomerate","ferruginous,pebbly,peloidal,shelly/skeletal,red,yellow","","calcareous","Y","channel lag","","channel to point-bar deposits","macrofossils,mesofossils","","","","","","","","body,coprolite","good","","","","concentrated","","","","","","","","taxonomic","bulk,sieve,field collection","NMMNH","some genera,difficult macrofossils","","","","","""More than three metric tons of sediment...were screenwashed.""","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"149917","occ","34156","","13273","","n. gen. Postosuchus n. sp. kirkpatricki","species","69074","","Postosuchus kirkpatricki","","species","69074","Norian","","227","208.5","Chatterjee","1985","4400","Chordata","Reptilia","NO_ORDER_SPECIFIED","Rauisuchidae","Postosuchus","","","2","individuals","-101.315002","33.521389","","Miller's Ranch Quarry","","Post Quarry, Dockum Group, ETE Locality 1583, MOTT VPL 3624","US","Texas","Garza","stated in text","seconds","small collection","R. C. Miller Ranch/Post quarry, 9 mi/14.5 km SE of of Post, Garza County, W Texas; coordinates stated by Bolt & Chatterjee (2000) and Chatterjee (1991)","gplates","101","mid","-30.86","7.83","scotese","101","mid","-41.61","8.10","seton","not computable using this model","","","","US","","Cooper Canyon","Dockum","","bed","","","","","","","","","","About 50 metres above the contact between the top of the Trujillo Sandstone and the base of the Cooper Canyon Formation and can be correlated to lithologic unit 9 of the nearby type section of the Cooper Canyon Formation. Upper part of the ""lower unit"" of the formation.","red mudstone facies. ETE rock type adj: ""thick,red"", ETE lithology comments: 0. ""A thick red mudstone unit""","mudstone","red","","","Y","sandstone","""cross stratification""","","","","""floodplain""","","Trough-shaped cross-bedding and slickensides present in the quarry sediments. ETE sed env 1: ., ETE sed env 2: floodplain ETE event: flood, ETE env comment: flash flood","macrofossils,mesofossils","","","","","","","","body","good","parautochthonous","snapshot","concentrate","-single event","","common","poor","","","","Specimens deposited during a single flood. The skull is absent in all juvenile Postosuchus skeletons. ""The missing parts among different individuals indicate some sort of post mortem disturbance. Each individual retained some degree of polarity in the preserved parts so that the skull and the hind limbs are always in the opposite direction."" The Postosuchus bones show current direction. ETE Abrasion: ., ETE Assemblage formation: mass_death, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .","taxonomic","selective quarrying,mechanical,field collection","","all microfossils,some macrofossils","","","S. Chatterjee","1977–","The quarry is 90 x 90 m in size and the bone bed is 30 cm thick. ""...a diverse mixture of massive and delicate elements...found entirely in the mudstone, associated, but disarticulated."" ETE Size: .; ETE reference list: 701, 698, 696, 692, 690, 686, 685, 731, 684, 729, 730, 872, 873, 874, 875, 869, 870, 871, 868, 867, 866, 865, 864, 863, 862, 861, 860, 852, 734, 775, 856, 859, ; ETE museum list:\r\n\r\n","""...various unknown microvertebrates were recovered...""","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"149918","occ","15726","","13273","","Desmatosuchus n. sp. smalli","species","71646","","Desmatosuchus smalli","","species","71646","Norian","","227","208.5","Parker","2005","16667","Chordata","Reptilia","NO_ORDER_SPECIFIED","Stagonolepididae","Desmatosuchus","","","24","specimens","-101.315002","33.521389","TTU P 9024 (holotype), 9023, 9025, 9170, 9207 (paratypes), 9204, 9225, 9226, 9229, 9416 (in part), 9419, 9420 (in part), 10083; 12 DMNH specimens ","Miller's Ranch Quarry","","Post Quarry, Dockum Group, ETE Locality 1583, MOTT VPL 3624","US","Texas","Garza","stated in text","seconds","small collection","R. C. Miller Ranch/Post quarry, 9 mi/14.5 km SE of of Post, Garza County, W Texas; coordinates stated by Bolt & Chatterjee (2000) and Chatterjee (1991)","gplates","101","mid","-30.86","7.83","scotese","101","mid","-41.61","8.10","seton","not computable using this model","","","","US","","Cooper Canyon","Dockum","","bed","","","","","","","","","","About 50 metres above the contact between the top of the Trujillo Sandstone and the base of the Cooper Canyon Formation and can be correlated to lithologic unit 9 of the nearby type section of the Cooper Canyon Formation. Upper part of the ""lower unit"" of the formation.","red mudstone facies. ETE rock type adj: ""thick,red"", ETE lithology comments: 0. ""A thick red mudstone unit""","mudstone","red","","","Y","sandstone","""cross stratification""","","","","""floodplain""","","Trough-shaped cross-bedding and slickensides present in the quarry sediments. ETE sed env 1: ., ETE sed env 2: floodplain ETE event: flood, ETE env comment: flash flood","macrofossils,mesofossils","","","","","","","","body","good","parautochthonous","snapshot","concentrate","-single event","","common","poor","","","","Specimens deposited during a single flood. The skull is absent in all juvenile Postosuchus skeletons. ""The missing parts among different individuals indicate some sort of post mortem disturbance. Each individual retained some degree of polarity in the preserved parts so that the skull and the hind limbs are always in the opposite direction."" The Postosuchus bones show current direction. ETE Abrasion: ., ETE Assemblage formation: mass_death, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .","taxonomic","selective quarrying,mechanical,field collection","","all microfossils,some macrofossils","","","S. Chatterjee","1977–","The quarry is 90 x 90 m in size and the bone bed is 30 cm thick. ""...a diverse mixture of massive and delicate elements...found entirely in the mudstone, associated, but disarticulated."" ETE Size: .; ETE reference list: 701, 698, 696, 692, 690, 686, 685, 731, 684, 729, 730, 872, 873, 874, 875, 869, 870, 871, 868, 867, 866, 865, 864, 863, 862, 861, 860, 852, 734, 775, 856, 859, ; ETE museum list:\r\n\r\n","""...various unknown microvertebrates were recovered...""","terrestrial","","actively mobile","","","herbivore","","","","phosphatic","","",""
"149922","occ","","","13273","","Parasuchia indet.","suborder","54995","subjective synonym of","Phytosauria","","unranked clade","38292","Norian","","227","208.5","Martz","2008","29602","Chordata","Reptilia","","","","","","2","specimens","-101.315002","33.521389","TTU P-9231, 9236, forelimb elements","Miller's Ranch Quarry","","Post Quarry, Dockum Group, ETE Locality 1583, MOTT VPL 3624","US","Texas","Garza","stated in text","seconds","small collection","R. C. Miller Ranch/Post quarry, 9 mi/14.5 km SE of of Post, Garza County, W Texas; coordinates stated by Bolt & Chatterjee (2000) and Chatterjee (1991)","gplates","101","mid","-30.86","7.83","scotese","101","mid","-41.61","8.10","seton","not computable using this model","","","","US","","Cooper Canyon","Dockum","","bed","","","","","","","","","","About 50 metres above the contact between the top of the Trujillo Sandstone and the base of the Cooper Canyon Formation and can be correlated to lithologic unit 9 of the nearby type section of the Cooper Canyon Formation. Upper part of the ""lower unit"" of the formation.","red mudstone facies. ETE rock type adj: ""thick,red"", ETE lithology comments: 0. ""A thick red mudstone unit""","mudstone","red","","","Y","sandstone","""cross stratification""","","","","""floodplain""","","Trough-shaped cross-bedding and slickensides present in the quarry sediments. ETE sed env 1: ., ETE sed env 2: floodplain ETE event: flood, ETE env comment: flash flood","macrofossils,mesofossils","","","","","","","","body","good","parautochthonous","snapshot","concentrate","-single event","","common","poor","","","","Specimens deposited during a single flood. The skull is absent in all juvenile Postosuchus skeletons. ""The missing parts among different individuals indicate some sort of post mortem disturbance. Each individual retained some degree of polarity in the preserved parts so that the skull and the hind limbs are always in the opposite direction."" The Postosuchus bones show current direction. ETE Abrasion: ., ETE Assemblage formation: mass_death, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .","taxonomic","selective quarrying,mechanical,field collection","","all microfossils,some macrofossils","","","S. Chatterjee","1977–","The quarry is 90 x 90 m in size and the bone bed is 30 cm thick. ""...a diverse mixture of massive and delicate elements...found entirely in the mudstone, associated, but disarticulated."" ETE Size: .; ETE reference list: 701, 698, 696, 692, 690, 686, 685, 731, 684, 729, 730, 872, 873, 874, 875, 869, 870, 871, 868, 867, 866, 865, 864, 863, 862, 861, 860, 852, 734, 775, 856, 859, ; ETE museum list:\r\n\r\n","""...various unknown microvertebrates were recovered...""","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"150469","occ","","","13359","","n. gen. Lesothosuchus n. sp. charigi","species","169826","subjective synonym of","Protosuchus haughtoni","","species","77044","Hettangian","Sinemurian","201.4","192.9","Whetstone and Whybrow","1983","6003","Chordata","Reptilia","NO_ORDER_SPECIFIED","Protosuchidae","Protosuchus","","","1","individuals","24.733334","-30.316668","BMNH R8503","Lithipeng South (Red Beds of Stormberg Series)","","Northwest face of verticle slope","LS","Mohale's Hoek","","stated in text","minutes","small collection","The latitude and longitude (above) are at the ""nothwest face of vertical slope"", Lithipeng South, which appears to be a reserve located in the Mohales Hoek district, Lesotho.","gplates","701","mid","11.73","-43.42","scotese","701","mid","-4.62","-42.52","seton","701","mid","-8.52","-51.35","LS","","Elliot","Stormberg","Upper","bed","","","","","","","","","","""Red Beds of Stormberg Series, just below Cave Sandstone; photograph in Charig (1969) shows stratigraphy of the region."" According to Olsen, the redbeds of the Stormberg are Early Jurassic.","""Red Beds""","""siliciclastic""","red","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","good","","","","","","","","","","","","taxonomic","mechanical,field collection","BMNH","","","","P. Whybrow","1966-1967","specimens collected on joint British Museum/London University expedition, 1966 and 1967","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"220071","occ","","","22680","","cf. Aetosaurus sp.","genus","38269","","Aetosaurus","","genus","38269","Norian","","227","208.5","Sander","1992","5702","Chordata","Reptilia","NO_ORDER_SPECIFIED","Stagonolepididae","Aetosaurus","","","","","8.016667","47.500000","","""Gruhalde"" clay quarry, Frick (Bed 65)","","ETE Locality 1555, Frick bonebed, Tonwerke Keller","CH","Aargau","","based on nearby landmark","4","outcrop","""Gruhalde"" clay quarry, Frick, Kanton Aargau, Switzerland. Quarry of the Tonwerke Keller A. G. at Frick, coordinates 642-900/262-050.","gplates","305","mid","21.05","28.61","scotese","305","mid","9.95","30.51","seton","not computable using this model","","","","CH","","Klettgau","Keuper","Gruhalde","bed","","Frick","65","","","","","","","Bed 65 is bone-bearing layer, 8.2 m above Gansinger Dolomit and 1.9 m below Liassic Insektenmergel. Rhät missing at Frick, so this bed is equivalent to Knollenmergel, or upper Middle Keuper. Layer locally called the ""Obere bunte Mergelschichten"" = actually is lower part of Löwenstein Fm. Now the Gruhalde Member of the Klettgau Fm.","ETE rock type adj: ""grnsh,grysh,pink"", ETE lithology comments: . ""a 4 to .5 m bed of gray to violet gray to partly greenish spotted marl within the upper variegated marl beds""","marl","gray,green,red","","","Y","","","","","","""floodplain""","","ETE sed env 1: fluvial, ETE sed env 2: floodplain ETE event: ., ETE env comment: miring","macrofossils,mesofossils","","many","","","","","","body","good","autochthonous","time-averaged","concentrate","-multiple events","life position","","","occasional","occasional","","ETE Abrasion: ., ETE Assemblage formation: attritional, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .","taphonomic","selective quarrying,surface (in situ),mechanical,field collection","","","18 specimens","1000000 cm2 (area)","E. Wälchli","1961, 1976–1988, 2016 ","ETE reference list: 478; discovered by children of a quality controller (Ernst Wälchli) at brickwork company in 1961","","terrestrial","","actively mobile","","","herbivore","","","","phosphatic","","",""
"220072","occ","","","22680","","cf. Saltoposuchus sp.","genus","38315","","Saltoposuchus","","genus","38315","Norian","","227","208.5","Sander","1992","5702","Chordata","Reptilia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Saltoposuchus","","","","","8.016667","47.500000","","""Gruhalde"" clay quarry, Frick (Bed 65)","","ETE Locality 1555, Frick bonebed, Tonwerke Keller","CH","Aargau","","based on nearby landmark","4","outcrop","""Gruhalde"" clay quarry, Frick, Kanton Aargau, Switzerland. Quarry of the Tonwerke Keller A. G. at Frick, coordinates 642-900/262-050.","gplates","305","mid","21.05","28.61","scotese","305","mid","9.95","30.51","seton","not computable using this model","","","","CH","","Klettgau","Keuper","Gruhalde","bed","","Frick","65","","","","","","","Bed 65 is bone-bearing layer, 8.2 m above Gansinger Dolomit and 1.9 m below Liassic Insektenmergel. Rhät missing at Frick, so this bed is equivalent to Knollenmergel, or upper Middle Keuper. Layer locally called the ""Obere bunte Mergelschichten"" = actually is lower part of Löwenstein Fm. Now the Gruhalde Member of the Klettgau Fm.","ETE rock type adj: ""grnsh,grysh,pink"", ETE lithology comments: . ""a 4 to .5 m bed of gray to violet gray to partly greenish spotted marl within the upper variegated marl beds""","marl","gray,green,red","","","Y","","","","","","""floodplain""","","ETE sed env 1: fluvial, ETE sed env 2: floodplain ETE event: ., ETE env comment: miring","macrofossils,mesofossils","","many","","","","","","body","good","autochthonous","time-averaged","concentrate","-multiple events","life position","","","occasional","occasional","","ETE Abrasion: ., ETE Assemblage formation: attritional, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .","taphonomic","selective quarrying,surface (in situ),mechanical,field collection","","","18 specimens","1000000 cm2 (area)","E. Wälchli","1961, 1976–1988, 2016 ","ETE reference list: 478; discovered by children of a quality controller (Ernst Wälchli) at brickwork company in 1961","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"229318","occ","","","22704","","Phytosauridae indet.","unranked clade","38293","replaced by","Mystriosuchinae","","subfamily","159225","Carnian","Norian","237","208.5","Heckert","2004","17273","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","4","specimens","-101.247223","32.172222","NMMNH P-34005, 29400, 34007-09","Otis Chalk Quarry 1, SMU Loc. 122, TMM 31025","","Trilophosaurus Quarry 1, NMMNH L-860, WPA, Work Project No. 13352","US","Texas","Howard","stated in text","seconds","small collection","SW corner of Section 58, block 29, Waco and Northeastern Railroad. Near Otis Chalk, 25 km southeast of Big Spring, Howard County, West Texas.; about 200 m from Quarry 2 and 1 mi. NNE of Quarry 3","gplates","101","mid","-30.51","7.29","scotese","101","mid","-41.17","5.72","seton","not computable using this model","","","","US","","Colorado City","Dockum","","bed","","","","","","","","","","variously referred to the Iatan or Colorado City of the Dockum Group; low in formation; lower level than Quarry 1","""red, green, purple and yellowish smectitic mudstones with minor concretions encrusting many of the bones""\r\n""Here the vertebrate fossils occur in a 30 cm-thick red mudstone.""","mudstone","concretionary,green,red,yellow,blue","","","Y","mudstone","paleosol/pedogenic","","calcareous","","crevasse splay","","""an overbank or crevasse splay deposit...[in] a floodplain environment that experienced moderate pedogenic modification""","macrofossils,mesofossils","","","","","","","","body","good","","snapshot","concentrate","-single event","","","","occasional","","","","taphonomic","bulk,selective quarrying,surface (float),surface (in situ),mechanical,sieve,field collection","NMMNH,TMM","","","4500 kg","WPA","1939–1941","","1940 report: ""To date the fauna has resisted all efforts at Identification, and beyond the statement that probably all the fauna is at least rare or mostly undescribed, nothing can be said.""","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"229324","occ","20616","","22704","","n. gen. Lythrosuchus n. sp. langstoni","species","159332","recombined as","Poposaurus langstoni","","species","159332","Carnian","Norian","237","208.5","Long and Murry","1995","14122","Chordata","Reptilia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Poposaurus","","","1","individuals","-101.247223","32.172222","TMM 31025-12 (holotype), right ilium. TMM 31025-177, 257, 259. All specimens probably represent a single individual","Otis Chalk Quarry 1, SMU Loc. 122, TMM 31025","","Trilophosaurus Quarry 1, NMMNH L-860, WPA, Work Project No. 13352","US","Texas","Howard","stated in text","seconds","small collection","SW corner of Section 58, block 29, Waco and Northeastern Railroad. Near Otis Chalk, 25 km southeast of Big Spring, Howard County, West Texas.; about 200 m from Quarry 2 and 1 mi. NNE of Quarry 3","gplates","101","mid","-30.51","7.29","scotese","101","mid","-41.17","5.72","seton","not computable using this model","","","","US","","Colorado City","Dockum","","bed","","","","","","","","","","variously referred to the Iatan or Colorado City of the Dockum Group; low in formation; lower level than Quarry 1","""red, green, purple and yellowish smectitic mudstones with minor concretions encrusting many of the bones""\r\n""Here the vertebrate fossils occur in a 30 cm-thick red mudstone.""","mudstone","concretionary,green,red,yellow,blue","","","Y","mudstone","paleosol/pedogenic","","calcareous","","crevasse splay","","""an overbank or crevasse splay deposit...[in] a floodplain environment that experienced moderate pedogenic modification""","macrofossils,mesofossils","","","","","","","","body","good","","snapshot","concentrate","-single event","","","","occasional","","","","taphonomic","bulk,selective quarrying,surface (float),surface (in situ),mechanical,sieve,field collection","NMMNH,TMM","","","4500 kg","WPA","1939–1941","","1940 report: ""To date the fauna has resisted all efforts at Identification, and beyond the statement that probably all the fauna is at least rare or mostly undescribed, nothing can be said.""","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"229335","occ","27632","","22707","","Phytosauridae indet.","unranked clade","38293","replaced by","Mystriosuchinae","","subfamily","159225","Carnian","Norian","237","208.5","Elder","1987","5936","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","6","specimens","-101.254799","32.175007","ETE number of identifiable specimens; species: Phytosauridae","Otis Chalk Quarry 3A","","ETE Locality 1582, TMM Locality 31185, WPA, Work Project No. 13352","US","Texas","Howard","estimated from map","6","small collection","1.6 km S of Otis Chalk Quarry 1, very close to Quarry 3","gplates","101","mid","-30.52","7.30","scotese","101","mid","-41.17","5.72","seton","not computable using this model","","","","US","","Colorado City","Dockum","","bed","","","","","","","","","","variously referred to te Iatan or Colorado City Members of the Dockum Group","ETE rock type adj: 0, ETE lithology comments: 0","mudstone","red","","","Y","","","","","","crevasse splay","","ETE sed env 1: fluvial, ETE sed env 2: floodplain ETE event: flood, ETE env comment: crev splay","macrofossils","","","","","","","","body","","","time-averaged","concentrate","concentrated","","","","","","","ETE Abrasion: ., ETE Assemblage formation: attritional, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .","taphonomic","field collection","","","17 specimens","","WPA","1939–1940","ETE Size: .; ETE reference list: 896, 896, 900, 905, 899, 901, 915, 916, 914, 907, 894, 895, 902, 909, 913, 908, 904, 906, 898, 903, 897, 911, 910, 912, 917, 918, 920, 919, ; ETE museum list: ","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"229337","occ","36458","","22707","","Typothorax n. sp. meadei","species","159291","misspelling of, recombined as","Longosuchus meadei","","species","159291","Carnian","Norian","237","208.5","Sawin","1947","43405","Chordata","Reptilia","NO_ORDER_SPECIFIED","Stagonolepididae","Longosuchus","","","6","specimens","-101.254799","32.175007","","Otis Chalk Quarry 3A","","ETE Locality 1582, TMM Locality 31185, WPA, Work Project No. 13352","US","Texas","Howard","estimated from map","6","small collection","1.6 km S of Otis Chalk Quarry 1, very close to Quarry 3","gplates","101","mid","-30.52","7.30","scotese","101","mid","-41.17","5.72","seton","not computable using this model","","","","US","","Colorado City","Dockum","","bed","","","","","","","","","","variously referred to te Iatan or Colorado City Members of the Dockum Group","ETE rock type adj: 0, ETE lithology comments: 0","mudstone","red","","","Y","","","","","","crevasse splay","","ETE sed env 1: fluvial, ETE sed env 2: floodplain ETE event: flood, ETE env comment: crev splay","macrofossils","","","","","","","","body","","","time-averaged","concentrate","concentrated","","","","","","","ETE Abrasion: ., ETE Assemblage formation: attritional, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .","taphonomic","field collection","","","17 specimens","","WPA","1939–1940","ETE Size: .; ETE reference list: 896, 896, 900, 905, 899, 901, 915, 916, 914, 907, 894, 895, 902, 909, 913, 908, 904, 906, 898, 903, 897, 911, 910, 912, 917, 918, 920, 919, ; ETE museum list: ","","terrestrial","","actively mobile","","","herbivore","","","","phosphatic","","",""
